SampleID,cellLabelInImage,cellSize,C,Na,Si,HH3,Vimentin,SMA,Background,Collagen.1,Lag3,CD4,CD14,Foxp3,PD.1,CD31,PD.L1,E.cadherin,Ki67,CD209,CD206,gdTCR,iNOS,CD68,CD36,CD8,CD3,IDO,CD11c,CD163,CD20,CD16,IFNg,HLA.DR.DQ.DP,CD11b,CD45,H3K9Ac,Keratin.pan,CD103,MastChyTry,MPO,NaKATPase,HLA.Class.1,Ta,Au,Tissue,PatientID,lineage,cell_type,cell_lin,lintype_num,FlowSOM_ID
Point6,32,271,0.829347407,0.8409022890000001,0.559784034,0.822710255,0.43215541399999996,0.0,0.287908338,0.21510516899999998,0,0.426054841,0.22508045100000001,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48545927899999997,0.0,0.0,0.0,0.0,0.040661916,0,0.255109431,0.0,0.597319521,0.7839015559999999,0.0,0.0,0.0,0.0,0.243648495,0.56839877,0.644624079,0.605572099,gran_lung,30,immune,CD4_T,lymphocyte,2,4
Point6,33,300,0.895133304,0.8896981979999999,0.24293031399999998,0.9167571809999999,0.627518509,0.0,0.371247341,0.0,0,0.25879555600000004,0.218639997,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.068568373,0.0,0.49008606,0.38355056299999996,0.07510678700000001,0.157914332,0.0,0.0,0.172837145,0,0.502151709,0.0,0.624686995,0.8381411609999999,0.0,0.0,0.0,0.0,0.41930361200000005,0.656217133,0.040242924,0.076103814,gran_lung,30,immune,CD8_T,lymphocyte,2,3
Point6,35,178,0.916584925,0.843019382,0.20894653600000002,0.8128203390000001,0.804112774,0.0,0.26594185,0.0,0,0.0,0.552644194,0.0,0,0.439989357,0.031365963,0,0.0,0.0,0.5461572920000001,0.0,0.0,0.164235526,0.0,0.0,0.0,0.384885994,0.28680788100000004,0.0,0.0,0.474952821,0,0.583314805,0.0,0.5733031670000001,0.72537401,0.0,0.0,0.0,0.0,0.5521545489999999,0.734220215,0.04067872,0.087908585,gran_lung,30,endothelial,endothelial,nonimmune,5,1
Point6,36,408,0.887813099,0.86275035,0.261946746,0.8430173940000001,0.5714137460000001,0.0,0.180276983,0.386863209,0,0.751975361,0.346348835,0.0,0,0.0,0.16798782899999998,0,0.0,0.0,0.122460148,0.0,0.0,0.0,0.0,0.0,0.619794591,0.337079701,0.386855444,0.0,0.020014177,0.474895137,0,0.622934146,0.321783977,0.7482270000000001,0.7831212540000001,0.0,0.0,0.0,0.477027135,0.6427639629999999,0.728629995,0.07882399799999999,0.087697959,gran_lung,30,immune,CD4_T,lymphocyte,2,4
Point6,37,453,0.8724069659999999,0.8540583270000001,0.25247082,0.884676218,0.575983084,0.0,0.19727543399999997,0.23399769,0,0.386077545,0.010401511,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115426561,0.291791707,0.23829634,0.080434048,0.0,0.0,0.118411537,0,0.464481131,0.28060456699999997,0.579351043,0.7237742559999999,0.0,0.0,0.0,0.769328628,0.597784008,0.630638949,0.093735594,0.04215093,gran_lung,30,immune,neutrophil,granulocyte,3,7
Point6,38,485,0.9334321179999999,0.882076546,0.24595338100000003,0.970051902,0.728848625,0.516546905,0.380385849,0.74098223,0,0.038316927,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24767644600000002,0.244315881,0.0,0.0,0.0,0.0,0,0.34686083100000004,0.0,0.469298163,0.700443643,0.0,0.0,0.0,0.0,0.38631059700000003,0.608774269,0.156681861,0.220176705,gran_lung,30,fibroblast,fibroblast,nonimmune,5,8
Point6,40,171,0.80400098,0.800665493,0.333520881,0.7328825040000001,0.31445619399999997,0.0,0.190500029,0.026282818,0,0.590578076,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555061575,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.639281542,0.65919107,0.0,0.0,0.0,0.0,0.49322029799999995,0.594574584,0.49807719899999997,0.447004689,gran_lung,30,immune,CD4_T,lymphocyte,2,4
Point6,41,349,0.808110282,0.794250232,0.18415383100000002,0.787840942,0.484595211,0.0,0.142118544,0.0,0,0.153785962,0.026952441,0.0,0,0.362319485,0.109405004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026231129,0.0,0.0,0.334072418,0.164421393,0,0.333422722,0.0,0.600030953,0.7742682540000001,0.0,0.0,0.0,0.0,0.529103118,0.600940624,0.041465163,0.09999341699999999,gran_lung,30,immune,B_cell,lymphocyte,2,9
Point6,42,378,0.8811453640000001,0.85461838,0.24417016,0.862063606,0.544980644,0.0,0.213592421,0.0,0,0.402837496,0.362653075,0.0,0,0.0,0.0,0,0.0,0.0,0.152519743,0.0,0.0,0.0,0.0,0.582621336,0.457929555,0.21145871800000002,0.187815607,0.0,0.265263285,0.310692581,0,0.42713251799999996,0.0,0.694602387,0.7718805540000001,0.0,0.0,0.0,0.0,0.5789589070000001,0.670410256,0.084272229,0.061732228,gran_lung,30,immune,CD8_T,lymphocyte,2,3
Point6,43,211,0.869273618,0.8672266820000001,0.215522082,0.8641756979999999,0.569750228,0.0,0.22822167100000001,0.0,0,0.7416680059999999,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723761361,0.819239223,0.299077013,0.0,0.0,0.0,0.0,0,0.46581596,0.082649674,0.846889366,0.822766934,0.0,0.0,0.0,0.024870266000000002,0.6740182570000001,0.726361626,0.066587009,0.065960356,gran_lung,30,immune,CD8_T,lymphocyte,2,3
