CD4,CD8,CD45,SMA,Vimentin,CD31,Keratin-pan,E-cadherin,MastChyTry,MPO,CD20,CD3,CD14,HLA-DR-DQ-DP,Foxp3,CD16,CD11c,CD206,CD11b,CD68,CD163,CD209,cluster,hCluster_cap
-0.661201988240373,-0.369319668022193,-0.947926654077157,-0.0529056389221615,1.95599684583548,-0.227948298356353,-0.174261357001331,-0.119844959661664,-0.102590674256681,-0.131116334134416,-0.335776356574069,-0.550218956277237,-0.61010210676818,0.29959692334643,-0.111358721422322,-0.339835804679131,-0.370064312661442,-0.290316119307294,-0.342235367232849,0.0584023844775025,-0.19160661322732,-0.141968304127824,97,1
2.52956682615797,-0.22669513172671,0.613443160065609,-0.11553389282549,0.586351730539623,-0.249605401559856,-0.182643468393456,-0.128020997966589,-0.0981460427957732,-0.125078977837042,-0.274510227567849,1.26721704039063,-0.455530024825476,-0.51530581014067,-0.0607935577117762,-0.265636764935225,-0.379565976125036,-0.475030163052675,-0.398499007956329,-0.313136956508962,-0.186747646861161,-0.135915623995124,57,1
0.245986040412772,-0.15473687539413,0.480049089585171,-0.00536767050391047,2.2155546051478,-0.244601125319549,-0.150932054339578,-0.12291626368653,-0.0884356308179106,-0.0668447716661989,-0.31938717029078,-0.164855926147939,1.18083827014772,0.180138346190248,-0.0815178568815573,-0.0281935517578066,0.370241864343423,0.862732349177593,-0.0294010061432267,0.223044961406145,-0.118161768216561,-0.0723503756288688,98,1
-0.617170156948384,-0.35326914839319,-0.679965143988166,-0.12586864431071,1.11758661999401,-0.266647385404143,-0.196176817222955,-0.132336974087512,-0.103222219884132,-0.125725144009019,-0.344469186660217,-0.53375594929914,0.782628289268723,-0.588768643671091,-0.110625378929148,-0.258830959615539,-0.399001812261384,-0.357395378686627,-0.382287248249769,-0.192990565833606,-0.170948744746416,-0.13576247312222,78,1
-0.389937002688571,-0.114639390098049,-0.405037234419203,-0.0833373662611196,1.01860759510063,-0.257180495823062,-0.190237111365221,-0.130612808141873,-0.102145896495962,-0.117701747472886,-0.30177056957703,-0.229464348338535,-0.579930382721385,-0.697206456470296,-0.100797391559044,-0.269883998649288,-0.440395241805787,-0.541828022283958,-0.41902181560415,-0.328434047560266,-0.190629766221628,-0.138218564109767,80,1
-0.656997036102562,-0.341135454912417,-0.914515896988321,0.147660790496323,2.29579819970874,-0.232010062596892,-0.173677756766112,-0.128390023258789,-0.100236083529033,-0.123451468968905,-0.325454883950798,-0.503112496964072,-0.495119942183468,-0.573601162323176,-0.109219554814209,-0.323912129204884,-0.403455543508846,-0.355937160633489,-0.397072579645197,-0.127405046394912,-0.187904945185603,-0.13813827371538,99,1
-0.764337442690896,-0.390432952256783,-1.16316875891247,-0.174896851589797,0.317006572418848,-0.264694918157784,-0.199389524565226,-0.13203067941264,-0.103676721372517,-0.13691239911504,-0.348352706937662,-0.573245006752041,-0.768008148923313,-0.80202369928178,-0.113641809554968,-0.366251402965898,-0.511084324079856,-0.585510660121154,-0.439785365041984,-0.35911672994153,-0.196596671393554,-0.143735145934876,100,1
-0.117779034038044,-0.313105575199005,0.259676958934026,-0.018171742821382,2.77651085820659,-0.258504980272758,-0.176137872679993,-0.111866726070806,-0.103176041949795,0.0415308383944603,-0.340985944127175,-0.394621778998833,0.778817730451578,1.18376567072765,-0.0954141743310317,-0.109794160332148,0.805728335608617,1.37661455961194,2.66658308656114,0.737638597993793,-0.156744947769646,-0.123861774402522,85,1
-0.541226239885694,-0.207403990092097,-0.139879050550647,-0.169645981523475,0.0603627067134449,-0.261896251971905,-0.193360669332058,-0.131221720156692,-0.101776640714714,-0.122018616249927,-0.323246002535719,-0.370612880779308,-0.61235893442667,-0.724625741343339,-0.103866665225756,-0.32072860592362,-0.444586234928348,-0.554128769979344,-0.426670614358966,-0.347050249138777,-0.195113913056198,-0.140630445821314,69,1
0.0751491457581685,0.404058946592471,-0.013845240167391,-0.0583282409807448,0.853440647757401,-0.249588295205433,-0.17262007834617,-0.129335988210244,-0.100728254054772,-0.12719646154031,-0.294451895209941,2.09421420482633,-0.615053702819332,-0.616868705826601,-0.0494483897607582,-0.305593793850843,-0.463092260211558,-0.524976075407508,-0.41544403134335,-0.348398003675672,-0.191133944780005,-0.137975660365629,70,1
-0.73744002013338,-0.335044654036787,-1.1036357273035,0.117846457997346,1.76553118954215,1.86469649028541,-0.189699525195148,-0.128792807510785,-0.102898733970484,-0.0892902020055846,-0.329692665433619,-0.542474177099597,-0.743854558860506,-0.553645192746616,-0.111659034718186,-0.354412377539538,-0.509515757709159,-0.569611246053502,-0.427595557109076,-0.364774656717752,-0.194903112244185,-0.141119029358561,56,1
-0.344198199553621,-0.315654740941902,-0.335418049578457,0.10191839042423,3,-0.257477920992364,-0.14458103692031,-0.119868263137234,-0.0846111960079831,-0.0954239398879987,-0.333104272230353,-0.472181450707427,0.141357704128448,0.302300056228401,-0.103690920303566,-0.263770442289548,0.256566026496369,1.29359887075585,0.0548148694122095,0.710593079643224,-0.15241053006427,-0.104614889092905,90,1
-0.573243386982442,-0.366708743907502,-0.857542168889674,-0.161784153613125,1.84009903991467,-0.275242059932847,-0.191907710701857,-0.12995030347489,-0.103585850007074,-0.12029029423145,-0.338817108242779,-0.547541071963746,-0.419982927417602,0.582261078538223,-0.113423774411987,-0.340265656640006,-0.145804027633315,0.531725790210986,-0.0234361539203103,3,-0.190682257982859,-0.139525902394535,95,2
-0.492446062361869,-0.303903384439557,-0.767817722416423,-0.185014447855253,0.130654445968187,-0.271752545292577,-0.184851740566825,-0.126989513086428,-0.103249445162349,-0.130424252488025,-0.303353622686241,-0.498769446050201,-0.357842007897734,1.68135567237719,-0.110758586075053,-0.331812714010985,-0.113369495632425,0.599553055164369,0.276317204183966,3,-0.180267965063521,-0.139066134249081,84,2
-0.737968605690117,-0.279859796453109,-1.13726840576068,-0.191050881955733,-0.833329865381557,-0.2786325421505,-0.200771896311856,-0.1319345786918,-0.103276946926285,-0.137262579365761,-0.328951936934107,-0.557803585011431,-0.74663616034634,-0.719725498172437,-0.114004545625836,-0.363520805712437,-0.499574098015968,-0.555780814462873,-0.430278466655135,1.91886948716969,-0.191111384124121,-0.142789425711414,94,2
0.124072564165905,-0.124053474550506,0.392261806053755,0.0181922635877687,1.49291950160036,-0.258126385161559,-0.16136014402432,-0.132450879526746,-0.103569827978323,-0.0604116224710596,-0.331233320223786,-0.254905719407238,0.618704463644167,-0.686976065585292,-0.08182771064028,2.01480330661056,-0.316164599582452,-0.477209941752292,-0.370193002081437,-0.234518792977798,-0.0372753289984801,-0.118355199543113,59,3
1.01081502193635,0.0515746472602587,2.10440760303652,-0.094352323217577,0.599565279625032,-0.261680147559267,-0.188124195033679,-0.132084141947026,-0.103419300187199,-0.041902017297635,-0.317189351461604,0.167349523018792,1.67590270145117,-0.548863287602191,-0.076594752908426,2.32985503535247,0.196823574655853,-0.225344794504064,-0.130676096230085,-0.181883940542499,-0.119924087325122,-0.0647606056203482,49,3
0.765394846152823,0.510379350276468,1.79008405930883,-0.161804408334463,-0.598463796592562,-0.26175991220157,-0.195864397927884,-0.132332086042016,-0.103391900451149,-0.0948301791074526,-0.277864235535031,0.419072699775608,1.32954801015191,-0.6234174577434,-0.0746452000590148,3,-0.197865643454292,-0.480749687231773,-0.312108012456256,-0.292741659606769,-0.076683313720997,-0.127148121146015,39,3
0.508892505675683,-0.0278489979258628,0.965950679825138,-0.00944966535589795,0.52037377958529,-0.260470143577147,-0.183340708164792,-0.13169524412355,-0.103725472057581,-0.0621675005056181,-0.316061746514288,-0.202781409636846,1.23321207140782,-0.664731302661043,-0.0795934996838086,3,-0.341933996315411,-0.477355930999744,-0.322755266422818,-0.219341241039985,0.23385408533592,-0.120578075761562,60,3
0.180774055228555,-0.112751642754995,0.802906649659837,-0.153015886707745,-0.573084476123436,-0.265171566355042,-0.196972015363023,-0.129247654185796,-0.10375625448657,-0.120192567205783,-0.322851430383948,-0.32545358414306,0.991532482457177,-0.709933762587575,-0.104571084722342,3,-0.409568399604096,-0.522144214838524,-0.356898675214608,-0.298174707799696,0.230621072265421,-0.132543847491772,40,3
