CD4,CD8,CD45,SMA,Vimentin,CD31,Keratin-pan,E-cadherin,MastChyTry,MPO,CD20,CD3,CD14,HLA-DR-DQ-DP,Foxp3,CD16,CD11c,CD206,CD11b,CD68,CD163,CD209,cluster,hCluster_cap
0.00948199485367727,0.00143578928212041,0.0214212876620879,0.00891777973514239,0.180267561508921,0.00371525907597126,0.00163454135274003,0.00118593863773433,0.000109470936223484,0.000579375256240476,0.000848044684710534,0.00241091589966147,0.0140976302574443,0.0751080201020092,0.000359550544273885,0.00200928505726595,0.00898726589973005,0.0193912506131289,0.00693670560994663,0.0237196953449563,0.000445708898015912,0.000145928047475101,97,1
0.286840539194781,0.00949180874709975,0.162634052577384,0.00487490675668778,0.0937244399709392,0.00216342774140363,0.00112025112658258,0.000416850187851601,0.000479669693523553,0.00111142834165784,0.00446728663844385,0.157370501538843,0.0265973818140973,0.0205883079721915,0.00718629568946151,0.00724692705360917,0.00840049890578593,0.00765996336640099,0.00298856011706365,0.00307202510569685,0.000860005454568807,0.000598746836654412,57,1
0.0883395886522292,0.0135563065448717,0.150569681058718,0.01198652197192,0.196668115535239,0.00252200721547128,0.00306592680930644,0.000897032891025714,0.00128846171119555,0.0062434244578227,0.00181622125382278,0.0352680264548501,0.158925269782447,0.0671158426673807,0.0043883316691213,0.0240078251646506,0.0547042323807876,0.0926219726465972,0.0288889923242952,0.0328694279862928,0.00670793507773041,0.00535424988126242,98,1
0.0133094751075614,0.00234238853855122,0.0456561520662774,0.00420776237831929,0.127291329006525,0.0009422909954476,0.00028990317430781,1.08629284019539e-05,5.68687332024539e-05,0.0010544837638395,0.000334523496824347,0.0038145970990974,0.126723297952812,0.0156733992699216,0.000458558278802224,0.00772734259381501,0.00720025568645787,0.015131011141779,0.00412617555030107,0.00974895748253593,0.0022070884039468,0.000610204503557335,78,1
0.0330617857754916,0.0158211771655391,0.0705210686997085,0.00695330522917452,0.121037187926184,0.00162063729849502,0.000654337924214897,0.000173048581773136,0.000146517016588397,0.00176156028414249,0.00285690623620345,0.0297593348971766,0.0165375214064852,0.00841854774610684,0.00178542365690898,0.00694711873067347,0.00464404031260581,0.00341759576825096,0.00154842880891959,0.00222191515284869,0.000528999112485378,0.000426457118479664,80,1
0.009847511590178,0.00302774937058007,0.0244430095781211,0.0218650447049233,0.20173842979342,0.00342421493387773,0.00167034854771931,0.000382137399168271,0.000305587660184154,0.00125485554260224,0.00145777647858086,0.00642734202387179,0.0233958713931743,0.0166881543846629,0.000648356990946842,0.00313332266864094,0.00692521937245651,0.0152236233465841,0.00308865578160112,0.0133937617561432,0.000761329177642875,0.000432463878852228,99,1
0.000516914278966616,0.000243224291682038,0.00195444996952589,0.00104282000747418,0.0767054541806837,0.00108219427910219,9.27852993072274e-05,3.96748893931992e-05,1.90127517400582e-05,6.85864102083671e-05,0.000105107998501004,0.000447651582775222,0.00132827196565938,0.00140592443599769,5.13134165390822e-05,0.000144632260911377,0.000278697289297341,0.000643288185719092,9.14041109955225e-05,0.000516776993906432,2.02348857512101e-05,1.3745419250855e-05,100,1
0.0567191995232737,0.00461099207507841,0.130638875686636,0.0111599742915969,0.232112994390205,0.00152573187869474,0.00151940643891939,0.00193642035960927,6.07149494875476e-05,0.0157942236614147,0.000540292944235253,0.0156775586655657,0.12641515020771,0.134261859696006,0.00251220568192507,0.0182477132296274,0.0815973220620508,0.125258905385175,0.21807222518347,0.0614670986589932,0.00341816576773249,0.00150053075019445,85,1
0.0199109230698893,0.0105814516412799,0.0945023958297933,0.00138178204747096,0.0604890189788376,0.00128273161973502,0.000462689870636237,0.000115770572531115,0.000177272779478109,0.00138112831375084,0.00158826417901096,0.0177246232810856,0.013915127798509,0.00658410609233191,0.00137104451589756,0.00335804465010909,0.00438522916384348,0.00263636873408449,0.00101169549515815,0.00118735124831004,0.00014666129562408,0.000246017159267814,69,1
0.0734895399093246,0.0451193891378053,0.10590109373968,0.00856773179401029,0.110600861728727,0.00216465349059844,0.00173524313672524,0.000293154117654002,0.000264594178809806,0.000924821210630182,0.00328925040001365,0.227882551570145,0.0136972104683699,0.0137934113442551,0.00871799388931918,0.00442639711926151,0.00324240560806414,0.00448787188513756,0.00179948993155847,0.00111245207029195,0.000486010660851244,0.000444629461457657,70,1
