cell_size,PanKeratin,SUN2,Background,Fe,Vimentin,BetaTubulin,Ta,ECadherin,CD4,Au,AR,GLUT1,CD3,SMA,Ca,HER2,LaminAC,P,CD8,Na,C,CD45,CD9,BetaCatenin,Ki67,CD20,NaK ATPase,HH3,ER,Membrane,Si,HLA_Class_1,label,area,eccentricity,major_axis_length,minor_axis_length,perimeter
1043.0,0.4966442953020134,0.3844678811121764,0.5004793863854267,0.0,0.2224352828379674,1.9808245445829338,5.533077660594439,0.2464046021093001,0.10450623202301054,10.879194630872483,0.20613614573346117,0.4333652924256951,0.06807286673058485,0.5033557046979866,3.678811121764142,0.2694151486097795,0.004793863854266539,0.6855225311601151,0.10930009587727708,3.943432406519655,6.262703739213807,0.13518696069031638,0.15819750719079578,0.28475551294343243,0.1332694151486098,0.05177372962607862,0.20038350910834132,8.312559923298178,0.08437200383509108,23.861936720997125,0.738255033557047,0.11409395973154363,11,1043,0.5519509832722819,40.30563198628836,33.60992162240749,127.26093065034891
1448.0,0.7997237569060773,0.44337016574585636,0.606353591160221,0.0,0.21132596685082872,1.6850828729281768,2.395718232044199,0.4074585635359116,0.10359116022099447,6.359806629834254,0.17955801104972377,0.43853591160220995,0.07527624309392265,0.5379834254143646,3.1319060773480665,0.2983425414364641,0.006906077348066298,0.6332872928176796,0.1111878453038674,4.795580110497237,6.819060773480663,0.13674033149171272,0.20096685082872928,0.30455801104972374,0.1477900552486188,0.057320441988950276,0.15124309392265192,7.665745856353591,0.10151933701657459,22.89364640883978,0.9040055248618785,0.1505524861878453,12,1448,0.4820008081779095,46.25100590684716,40.523779530295144,145.25483399593904
251.0,0.28286852589641437,0.6175298804780877,0.7729083665338645,0.0,0.7450199203187251,0.35856573705179284,1.2270916334661355,0.20717131474103587,0.10756972111553785,1.5657370517928286,0.099601593625498,0.18725099601593626,0.07569721115537849,1.3147410358565736,9.159362549800797,0.0,0.28286852589641437,0.7290836653386454,0.1553784860557769,9.298804780876495,8.310756972111554,0.250996015936255,0.18725099601593626,0.13545816733067728,0.17928286852589642,0.11553784860557768,0.07171314741035857,6.800796812749004,0.14342629482071714,3.6573705179282867,3.597609561752988,0.17928286852589642,13,251,0.45240629221967277,18.931074744307484,16.882958604745056,56.8700576850888
1344.0,0.8273809523809523,0.49404761904761907,0.7544642857142857,0.0,0.29538690476190477,1.6644345238095237,1.7098214285714286,0.3325892857142857,0.12351190476190477,4.567708333333333,0.23735119047619047,0.42038690476190477,0.09077380952380952,0.65625,3.800595238095238,0.23065476190476192,0.047619047619047616,0.5751488095238095,0.13467261904761904,4.899553571428571,7.916666666666667,0.18824404761904762,0.17261904761904762,0.27157738095238093,0.1800595238095238,0.07217261904761904,0.08928571428571429,7.802083333333333,0.11979166666666667,16.316964285714285,1.2514880952380953,0.17038690476190477,14,1344,0.7233778824158829,51.10891059280932,35.28826711425796,149.29646455628165
1414.0,0.7835926449787836,0.44837340876944837,0.756011315417256,0.0,0.272984441301273,1.874115983026874,2.995756718528996,0.21216407355021216,0.12164073550212164,5.289250353606789,0.21145685997171146,0.3811881188118812,0.10466760961810467,0.6294200848656294,3.613154172560113,0.1867043847241867,0.1456859971711457,0.6053748231966054,0.1188118811881188,4.643564356435643,8.109618104667609,0.18316831683168316,0.18316831683168316,0.2043847241867044,0.2050919377652051,0.0785007072135785,0.07001414427157002,7.264497878359265,0.12305516265912306,13.092644978783593,1.2057991513437059,0.1364922206506365,31,1414,0.7563457199425814,53.692109974051654,35.12388097150012,154.16042558696057
580.0,0.44310344827586207,0.3017241379310345,0.7051724137931035,0.0,0.19310344827586207,1.2137931034482758,5.653448275862069,0.41724137931034483,0.13275862068965516,9.879310344827585,0.16724137931034483,0.32413793103448274,0.09827586206896552,0.7327586206896551,2.932758620689655,0.3137931034482759,0.1310344827586207,0.6017241379310345,0.12931034482758622,4.803448275862069,6.531034482758621,0.14482758620689656,0.24482758620689654,0.24655172413793103,0.19137931034482758,0.056896551724137934,0.18448275862068966,5.336206896551724,0.10862068965517241,25.412068965517243,0.8586206896551725,0.17413793103448275,34,580,0.6765475802905444,32.49954265174912,23.932628158358625,100.36143571373725
554.0,0.23104693140794225,0.41335740072202165,1.03971119133574,0.0,0.7129963898916968,0.08664259927797834,3.0180505415162453,0.2364620938628159,0.11191335740072202,3.012635379061372,0.13898916967509026,0.36462093862815886,0.11191335740072202,5.3140794223826715,7.689530685920578,0.0,0.18953068592057762,0.6678700361010831,0.15703971119133575,8.536101083032491,9.453068592057761,0.18592057761732853,0.18231046931407943,0.1624548736462094,0.1552346570397112,0.09386281588447654,0.07942238267148015,6.987364620938628,0.1371841155234657,4.050541516245487,2.4476534296028882,0.11552346570397112,38,554,0.69174080823833,31.279306268989217,22.58822176627469,87.84062043356595
13.0,0.23076923076923078,1.1538461538461537,1.0,0.0,2.0,0.6153846153846154,1.4615384615384615,0.15384615384615385,0.07692307692307693,2.3076923076923075,0.23076923076923078,0.23076923076923078,0.0,9.461538461538462,7.615384615384615,0.0,0.6923076923076923,0.9230769230769231,0.15384615384615385,7.461538461538462,9.692307692307692,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.07692307692307693,0.0,12.923076923076923,0.07692307692307693,0.0,1.7692307692307692,0.07692307692307693,39,13,0.523556754446835,4.318667337728677,3.6794648440311994,10.242640687119284
162.0,0.3888888888888889,0.46296296296296297,1.0,0.0,0.41975308641975306,1.2037037037037037,38.098765432098766,0.30246913580246915,0.13580246913580246,57.129629629629626,0.24074074074074073,0.35185185185185186,0.12962962962962962,0.7716049382716049,30.432098765432098,0.2839506172839506,0.3765432098765432,0.4876543209876543,0.2037037037037037,33.54320987654321,3.0864197530864197,0.20987654320987653,0.24074074074074073,0.19135802469135801,0.36419753086419754,0.06172839506172839,0.15432098765432098,6.598765432098766,0.16666666666666666,22.35185185185185,13.506172839506172,0.11728395061728394,40,162,0.3455714810339455,15.021694888070744,14.096244759248206,46.72792206135786
110.0,0.5636363636363636,0.44545454545454544,0.8454545454545455,0.0,0.39090909090909093,1.1,30.963636363636365,0.20909090909090908,0.11818181818181818,41.49090909090909,0.2818181818181818,0.2818181818181818,0.045454545454545456,0.7363636363636363,28.572727272727274,0.42727272727272725,0.19090909090909092,0.4818181818181818,0.16363636363636364,26.509090909090908,3.5272727272727273,0.2727272727272727,0.39090909090909093,0.37272727272727274,0.20909090909090908,0.06363636363636363,0.22727272727272727,6.881818181818182,0.16363636363636364,33.38181818181818,12.545454545454545,0.14545454545454545,50,110,0.9168877002204219,18.759712336133124,7.487850413125008,42.04163056034262
