,cell_size,PanKeratin,SUN2,Background,Fe,Vimentin,BetaTubulin,Ta,ECadherin,CD4,Au,AR,GLUT1,CD3,SMA,Ca,HER2,LaminAC,P,CD8,Na,C,CD45,CD9,BetaCatenin,Ki67,CD20,NaK ATPase,HH3,ER,Membrane,Si,HLA_Class_1,label,area,eccentricity,major_axis_length,minor_axis_length,perimeter,point
10,236.0,4.6548576715409204,4.345513169590505,5.363936574490627,0.0,3.7470650622189754,5.2682341157631,9.056754517959627,3.7470650622189754,3.332269281914186,9.36900868426794,3.860280961940252,3.945733416314964,3.168461379319811,5.0548820678289665,9.213302093411453,3.3909683429833453,3.8239467698642318,4.535080981836916,3.8239467698642318,9.13868052051122,6.412349612665945,3.6193936356494216,3.5488849174330115,3.8052727993307833,3.362048413991025,3.014948034319892,2.7827594783457683,7.121362625596826,3.3015784648540434,7.755295424395531,8.345258241551548,3.2372264762602407,54,236,0.36677971023187017,18.049027195050034,16.791151183778105,56.38477631085024,Point8_normalized_transformed
11,1545.0,4.849255908466343,4.306605599969697,4.420271235588428,0.0,3.888202969924712,5.7593914224017935,6.859218612084577,3.784999620681518,2.7471485344575,7.21381174515184,3.7055358683801054,4.370794948777913,2.1732670247600714,4.6806578099783085,6.535144735663238,3.866772805935773,1.2240227622824873,4.786481999111832,2.818917504158596,6.6912256636999485,7.154919318936845,3.177633086267712,3.5361166995615263,3.8748629849296217,3.3181430945276804,2.2964466347487797,3.0515269105188234,7.452860712675421,2.8265851721339943,8.164007380347147,4.897750586095682,3.1108177409177946,55,1545,0.6827890441170134,52.066534240193604,38.040620951968286,153.29646455628162,Point8_normalized_transformed
12,660.0,4.692265580166475,3.830429066423455,4.906451225779632,0.0,3.2848176389328123,5.8827391151539175,4.836825713457082,4.315644318636407,3.1121253964195663,5.939380422617438,3.4514737551828065,4.400939372600072,2.7224283472535262,4.486376967047899,6.030108124980237,3.976912903816136,3.830429066423455,4.846393971782883,3.2502326580450265,6.6800574879303225,7.228960569495571,3.479856186525772,3.4123349429267824,3.856380723918023,3.4891410958022684,2.3978952727983707,2.8697421524355935,6.84555858308994,3.0985742722877814,8.193224356073372,4.834419277000029,3.3399337583930118,64,660,0.7325455457678322,36.53101625876398,24.867321072970096,110.9116882454314,Point8_normalized_transformed
13,477.0,5.0001431767546825,4.4039499923840495,5.555684841151298,0.0,4.1008883788364665,5.022488491644928,8.781587348212032,4.1214965926300655,3.5974596646140427,9.460340175977686,3.653260825510884,4.242995024319861,3.4359031095488457,4.603171954817517,9.42220038360247,4.079846756950442,4.1679932394002615,4.793829927843639,3.6957657083982633,9.444044323987386,6.7401688117970435,3.8317510115448914,3.8407924266936257,4.072733387574033,3.7365393994218095,3.1031116658072566,3.7660656029469033,6.959636304687959,3.7365393994218095,8.559794770410251,8.822702847427236,3.642346576242635,72,477,0.6411391095061979,28.336210832896427,21.745907582328982,82.08326112068522,Point8_normalized_transformed
14,1323.0,5.398925047069776,4.632847620012528,4.688606194527252,0.0,3.4960747566810286,6.063983955187608,7.142113740154496,3.954572055833725,2.9883976923342668,7.7859918344841885,3.6947743766685734,4.545319443606147,2.6267624819471984,4.534022464335191,6.270896268923683,4.155911142721909,0.9728845826032412,4.689995813913825,3.1559017254797324,6.6127415600788115,7.145098991497159,3.3483379389292547,3.8636735498227694,4.0719560827533146,3.549565674497951,2.5936003128942016,3.724370652281079,7.0840123191919195,3.054527747916218,8.584957830594355,4.901936903891019,3.384808554784142,82,1323,0.8127762130810013,54.84867090369853,31.95352079140942,150.64570696119915,Point8_normalized_transformed
15,517.0,3.918204106120741,4.338711926702965,4.747443216945322,0.0,5.61555271756423,4.8554700794913215,6.844686832204308,3.5509081094332258,3.1464700810162056,7.613205819053117,3.1464700810162056,3.6460754360955145,2.767798211975528,5.9778388210021065,8.16740256281,1.6526053911585914,4.744082376693812,4.947478789270793,3.1464700810162056,8.36290071201643,7.209363693756707,3.314277316376061,3.1464700810162056,3.0039803371405878,3.2414597439668587,2.198167673073077,0.192237379166774,7.232275150880464,2.924363237560229,5.621170561766503,7.522052112629333,3.022936824290356,83,517,0.5800012113346136,28.51933539116772,23.23229584539144,84.66904755831214,Point8_normalized_transformed
16,993.0,4.461505206467036,4.249992674330558,4.836999973344902,0.0,3.9926385781955127,5.870095414365523,7.6714653123780945,3.919441806819196,3.1867859567035786,8.139143473090854,3.6293995201958777,4.17547522556034,2.6651212399273847,4.843368625513302,7.771999973768642,4.02552663301039,3.0052129453604626,4.964307892737535,2.9541839080942367,7.840387247285951,7.327816699181173,3.3115717184406503,3.5745223580408347,3.9033253402940056,3.5517009380645224,2.1718600231742755,3.296796552297008,7.326889977204317,2.9541839080942367,8.350435740411353,6.72772859615618,3.2511181734083,88,993,0.7321545146942966,43.67358627255012,29.74776458362507,124.32590180780451,Point8_normalized_transformed
17,408.0,4.8085776889566425,3.820130503840359,4.595419863946655,0.0,2.386582167542203,6.2155920024530165,6.213631233197192,3.7064943467631073,2.816991430825444,6.635639446356768,3.295756282589192,4.560159176532059,2.340878520261134,4.154830800212408,6.012089831757804,3.6697264434950743,2.6245210923994704,4.4689650636175795,2.845778295960285,6.340639028129022,7.050922230976187,3.0270706889788164,3.3990405937383983,3.6052773259826023,4.049527998921016,1.9466941676515912,3.2588203477987148,6.6919393075294735,2.6592580857075734,8.109225043541635,4.393148490511447,3.050493477065316,90,408,0.4276918272277568,26.87140340040377,24.2897228441977,95.8761543394987,Point8_normalized_transformed
18,160.0,4.115230298511921,5.3291125321912345,5.01067973557803,0.0,5.192987713658941,3.657796064447117,4.932725692415495,3.657796064447117,2.934026136709805,5.616784320544799,3.4023066454805946,3.519857178418814,2.9982229502979703,5.720322526232519,7.033286779403006,0.0,4.700563000177195,5.247051771840578,3.556163390245946,7.173958906946718,7.604022835323027,3.6895038689889055,3.482185493228718,3.1154847906446985,2.934026136709805,3.1693506876412627,0.0,7.492063990304325,3.220471998464453,0.0,5.802882490739393,3.4430418068879574,92,160,0.5600035723779389,15.672739835726869,12.984711242134725,44.627416997969526,Point8_normalized_transformed
19,873.0,4.816162958119381,4.164977691936712,4.722904961597524,0.0,4.040120201406915,5.931884514871597,7.48851751378373,3.906683540459224,2.911372304672215,7.810623154877653,3.6450581047271786,4.2270384369388125,2.6259774060117,4.8012113990750365,6.776742061747469,4.139763606370441,1.8115415069348941,4.944797447410365,3.0395342530630765,6.9750828796969735,7.234195882277278,3.53786284119356,3.5641368378613483,4.075746241919648,3.4546344821460484,2.0688311863049957,3.93393650328506,7.512077803845781,2.8472400825556066,8.66276523589777,5.163672568382835,3.3717481117448456,94,873,0.7430453498446321,42.200500184716695,28.24230784454131,127.94112549695429,Point8_normalized_transformed
20,1230.0,5.417023053666989,3.9042660312982034,4.382182848065498,0.0,3.175726239732507,6.110877200706295,5.761191656700728,3.8777085642420186,2.9313277795713035,6.757689740076227,3.1055379378245984,4.344923539796868,2.6196824552079683,4.0809871251113305,5.812074492184008,3.9738616175708463,1.9646031191095368,4.357498141831664,2.981911838127321,6.15739677903991,7.0772586082280435,3.0456254628659067,3.7016102876793817,4.1027149760273485,3.189193526430261,2.1484945682147765,3.6266736804659567,6.8065427528530895,2.9050484296519303,8.439732559989853,4.4042875455008055,3.0300717985160537,95,1230,0.6822638164412924,46.41226182910052,33.93228631978766,132.71067811865476,Point8_normalized_transformed
